merge_id	annotation.TG	distanceToTSS.TG	score.TG	signalValue.TG	pValue.TG	qValue.TG	annotation.WT	distanceToTSS.WT	score.WT	signalValue.WT	pValue.WT	qValue.WT
chr13:47196639:47197325	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	28.8698	-1	-1
chr13:47353638:47354155	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000068891.12/ENSMUSG00000038068.16, intron 1 of 7)	6337	1000	20.38587	-1	-1
chr13:48698930:48700263	Promoter (<=1kb)	0	1000	30.68112	-1	-1	NA	NA	NA	NA	NA	NA
chr13:49267482:49267960	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000162581.8/ENSMUSG00000037989.17, intron 2 of 27)	32748	1000	24.775	-1	-1
chr13:49478327:49478785	NA	NA	NA	NA	NA	NA	Distal Intergenic	-4540	1000	38.3872	-1	-1
chr13:49478355:49478764	Distal Intergenic	-4568	1000	19.73735	-1	-1	NA	NA	NA	NA	NA	NA
chr13:49574289:49574798	Promoter (<=1kb)	0	1000	24.4708	-1	-1	NA	NA	NA	NA	NA	NA
chr13:52376130:52376650	NA	NA	NA	NA	NA	NA	Distal Intergenic	41683	1000	33.0374	-1	-1
chr13:54651272:54651791	Promoter (<=1kb)	0	1000	18.65418	-1	-1	NA	NA	NA	NA	NA	NA
chr13:54841492:54842660	Promoter (<=1kb)	0	1000	41.98991	-1	-1	NA	NA	NA	NA	NA	NA
chr13:54841569:54842512	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	56.47566	-1	-1
chr13:54936861:54937422	Promoter (<=1kb)	0	1000	22.40594	-1	-1	NA	NA	NA	NA	NA	NA
chr13:55359413:55360253	Promoter (<=1kb)	0	1000	19.78134	-1	-1	NA	NA	NA	NA	NA	NA
chr13:55510229:55511011	Promoter (<=1kb)	0	1000	19.60826	-1	-1	NA	NA	NA	NA	NA	NA
chr13:55718754:55719339	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	209.064	-1	-1
chr13:55718759:55719218	Promoter (<=1kb)	0	1000	50.4035	-1	-1	NA	NA	NA	NA	NA	NA
chr13:55740739:55741241	Promoter (<=1kb)	0	1000	15.36481	-1	-1	NA	NA	NA	NA	NA	NA
chr13:56283202:56283621	Promoter (<=1kb)	0	1000	24.7639	-1	-1	NA	NA	NA	NA	NA	NA
chr13:56283204:56283657	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	16.8571	-1	-1
chr13:58275952:58277306	Promoter (<=1kb)	0	1000	28.58882	-1	-1	NA	NA	NA	NA	NA	NA
chr13:58506571:58507371	Promoter (<=1kb)	0	1000	18.55379	-1	-1	NA	NA	NA	NA	NA	NA
chr13:59732664:59733679	Promoter (<=1kb)	0	1000	16.57972	-1	-1	NA	NA	NA	NA	NA	NA
chr13:59917022:59918070	Promoter (<=1kb)	0	1000	48.93708	-1	-1	NA	NA	NA	NA	NA	NA
chr13:59917084:59918180	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	100.44165	-1	-1
chr13:62614430:62614935	Promoter (<=1kb)	0	1000	18.39284	-1	-1	NA	NA	NA	NA	NA	NA
chr13:62706185:62706705	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	21.5032	-1	-1
chr13:62706251:62706729	Promoter (<=1kb)	0	1000	16.59548	-1	-1	NA	NA	NA	NA	NA	NA
chr13:62800851:62801351	NA	NA	NA	NA	NA	NA	Distal Intergenic	-9785	1000	18.68235	-1	-1
chr13:63112427:63112916	Promoter (<=1kb)	0	1000	19.3553	-1	-1	NA	NA	NA	NA	NA	NA
chr13:63578869:63579328	Promoter (<=1kb)	0	1000	14.44114	-1	-1	NA	NA	NA	NA	NA	NA
chr13:63962710:63963377	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	35.8016	-1	-1
chr13:63962751:63963558	Promoter (<=1kb)	0	1000	25.8712	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64300021:64300487	Promoter (<=1kb)	0	1000	19.2525	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64309452:64309844	Promoter (<=1kb)	0	1000	17.91969	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64460158:64460899	Promoter (<=1kb)	0	1000	40.1596	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64460186:64460832	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	52.3067	-1	-1
chr13:64491917:64492500	Distal Intergenic	-16366	1000	20.0344	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64492002:64492511	NA	NA	NA	NA	NA	NA	Distal Intergenic	-16355	1000	28.6128	-1	-1
chr13:64517841:64518577	Promoter (<=1kb)	0	1000	31.6138	-1	-1	NA	NA	NA	NA	NA	NA
chr13:64517965:64518622	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	47.0904	-1	-1
chr13:65389016:65390181	Promoter (<=1kb)	0	1000	20.50301	-1	-1	NA	NA	NA	NA	NA	NA
chr13:6597993:6598344	Promoter (<=1kb)	0	1000	16.77529	-1	-1	NA	NA	NA	NA	NA	NA
chr13:67229099:67229886	Promoter (<=1kb)	0	1000	18.93153	-1	-1	NA	NA	NA	NA	NA	NA
chr13:67632112:67632449	Promoter (<=1kb)	0	1000	17.71226	-1	-1	NA	NA	NA	NA	NA	NA
chr13:67674105:67674445	Promoter (<=1kb)	0	1000	14.76743	-1	-1	NA	NA	NA	NA	NA	NA
chr13:67902934:67903563	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	28.9848	-1	-1
chr13:67903039:67903658	Promoter (<=1kb)	0	1000	18.32838	-1	-1	NA	NA	NA	NA	NA	NA
chr13:67961383:67962492	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	81.0792	-1	-1
chr13:67961619:67962229	Promoter (<=1kb)	0	1000	25.8386	-1	-1	NA	NA	NA	NA	NA	NA
chr13:73476024:73476949	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	425.005	-1	-1
chr13:73476288:73476939	Promoter (<=1kb)	0	1000	93.2412	-1	-1	NA	NA	NA	NA	NA	NA
chr13:73751732:73752362	Promoter (<=1kb)	0	1000	36.8196	-1	-1	NA	NA	NA	NA	NA	NA
chr13:74085602:74086410	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	240.817	-1	-1
chr13:74085676:74086186	Promoter (<=1kb)	0	1000	36.5902	-1	-1	NA	NA	NA	NA	NA	NA
chr13:74497881:74498544	Promoter (<=1kb)	0	1000	36.4096	-1	-1	NA	NA	NA	NA	NA	NA
chr13:74497927:74498479	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	41.6381	-1	-1
chr13:74765346:74766129	Promoter (<=1kb)	0	1000	19.25997	-1	-1	NA	NA	NA	NA	NA	NA
chr13:74955674:74956320	Promoter (<=1kb)	0	1000	22.3701	-1	-1	NA	NA	NA	NA	NA	NA
chr13:75854893:75855720	Promoter (<=1kb)	0	1000	14.81217	-1	-1	NA	NA	NA	NA	NA	NA
chr13:76246109:76246588	Promoter (<=1kb)	92	1000	21.51607	-1	-1	NA	NA	NA	NA	NA	NA
chr13:77283239:77283796	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	20.7272	-1	-1
chr13:81033695:81034372	Promoter (<=1kb)	0	1000	14.26516	-1	-1	NA	NA	NA	NA	NA	NA
chr13:81805771:81806225	Promoter (<=1kb)	0	1000	14.20631	-1	-1	NA	NA	NA	NA	NA	NA
chr13:81805824:81806283	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	19.97658	-1	-1
chr13:81931337:81932328	Promoter (<=1kb)	0	1000	24.01442	-1	-1	NA	NA	NA	NA	NA	NA
chr13:84370043:84370627	Promoter (<=1kb)	0	1000	35.4614	-1	-1	NA	NA	NA	NA	NA	NA
chr13:84370103:84370569	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	20.06186	-1	-1
chr13:85337188:85337892	Promoter (<=1kb)	0	1000	22.52489	-1	-1	NA	NA	NA	NA	NA	NA
chr13:91371497:91372385	Promoter (<=1kb)	0	1000	29.9322	-1	-1	NA	NA	NA	NA	NA	NA
chr13:91371802:91372238	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	18.09194	-1	-1
chr13:9143562:9144540	Promoter (<=1kb)	0	1000	39.5599	-1	-1	NA	NA	NA	NA	NA	NA
chr13:91519086:91519678	NA	NA	NA	NA	NA	NA	Exon (ENSMUST00000241611.1/ENSMUSG00000097182.4, exon 3 of 4)	2735	1000	16.59403	-1	-1
chr13:91608432:91609047	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	30	1000	30.2698	-1	-1
chr13:91608452:91609236	Promoter (<=1kb)	0	1000	19.59242	-1	-1	NA	NA	NA	NA	NA	NA
chr13:92980948:92981771	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	176.9528	-1	-1
chr13:92981044:92981582	Promoter (<=1kb)	0	1000	31.4647	-1	-1	NA	NA	NA	NA	NA	NA
chr13:93328398:93329256	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	165.9338	-1	-1
chr13:93328648:93329182	Promoter (<=1kb)	0	1000	43.0165	-1	-1	NA	NA	NA	NA	NA	NA
chr13:96678938:96679687	Promoter (<=1kb)	0	1000	14.82211	-1	-1	NA	NA	NA	NA	NA	NA
chr13:96679124:96679837	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	17.02575	-1	-1
chr13:98399389:98400053	Promoter (<=1kb)	0	1000	21.9404	-1	-1	NA	NA	NA	NA	NA	NA
chr13:99480832:99481434	Promoter (<=1kb)	0	1000	22.19824	-1	-1	NA	NA	NA	NA	NA	NA
chr13:99596072:99596602	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000064762.6/ENSMUSG00000052727.7, intron 2 of 6)	-11944	1000	41.1708	-1	-1
chr14:101846209:101846804	Promoter (<=1kb)	0	1000	18.13171	-1	-1	NA	NA	NA	NA	NA	NA
chr14:102091200:102091556	Intron (ENSMUST00000100337.10/ENSMUSG00000033060.17, intron 4 of 30)	12945	1000	15.67656	-1	-1	NA	NA	NA	NA	NA	NA
chr14:103307506:103308110	Promoter (<=1kb)	0	1000	24.8432	-1	-1	NA	NA	NA	NA	NA	NA
chr14:103307507:103307921	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	21.59401	-1	-1
chr14:10600585:10601137	Promoter (1-2kb)	1042	1000	15.81549	-1	-1	NA	NA	NA	NA	NA	NA
chr14:10600587:10601133	NA	NA	NA	NA	NA	NA	Promoter (1-2kb)	1046	1000	52.4294	-1	-1
chr14:106134665:106135141	Promoter (<=1kb)	-412	1000	14.00199	-1	-1	NA	NA	NA	NA	NA	NA
chr14:11308746:11309071	Promoter (<=1kb)	-502	1000	18.13099	-1	-1	NA	NA	NA	NA	NA	NA
chr14:120714764:120715686	Promoter (<=1kb)	-170	1000	22.18267	-1	-1	NA	NA	NA	NA	NA	NA
chr14:121148052:121148765	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	63.2607	-1	-1
chr14:121148112:121148746	Promoter (<=1kb)	0	1000	33.7092	-1	-1	NA	NA	NA	NA	NA	NA
chr14:122034932:122036062	Promoter (<=1kb)	0	1000	22.61961	-1	-1	NA	NA	NA	NA	NA	NA
chr14:122115383:122116123	Promoter (<=1kb)	0	1000	28.4884	-1	-1	NA	NA	NA	NA	NA	NA
chr14:122115435:122116099	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	59.7087	-1	-1
chr14:122771398:122772178	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	145.7764	-1	-1
chr14:122771443:122772037	Promoter (<=1kb)	0	1000	39.8615	-1	-1	NA	NA	NA	NA	NA	NA
chr14:123150160:123150701	Promoter (<=1kb)	0	1000	27.1722	-1	-1	NA	NA	NA	NA	NA	NA
chr14:20443554:20443957	Promoter (<=1kb)	0	1000	17.84417	-1	-1	NA	NA	NA	NA	NA	NA
chr14:20595841:20596758	Promoter (<=1kb)	0	1000	30.83639	-1	-1	NA	NA	NA	NA	NA	NA
chr14:20718390:20718998	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	33.6844	-1	-1
chr14:20723695:20724411	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	68.1527	-1	-1
chr14:20723695:20724690	Promoter (<=1kb)	0	1000	34.27605	-1	-1	NA	NA	NA	NA	NA	NA
chr14:20752434:20753334	Promoter (<=1kb)	0	1000	24.8374	-1	-1	NA	NA	NA	NA	NA	NA
chr14:20752681:20753417	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	84.6041	-1	-1
chr14:20757293:20757673	Promoter (<=1kb)	0	1000	16.39109	-1	-1	NA	NA	NA	NA	NA	NA
chr14:21125793:21126238	Promoter (<=1kb)	0	1000	22.8958	-1	-1	NA	NA	NA	NA	NA	NA
chr14:21550215:21551658	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	113.67586	-1	-1
chr14:21550246:21551544	Promoter (<=1kb)	0	1000	70.1993	-1	-1	NA	NA	NA	NA	NA	NA
chr14:21795149:21795605	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	948	1000	19.84019	-1	-1
chr14:21800382:21800898	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	34.0694	-1	-1
chr14:21800395:21800882	Promoter (<=1kb)	0	1000	17.0375	-1	-1	NA	NA	NA	NA	NA	NA
chr14:21880966:21881983	Promoter (<=1kb)	0	1000	30.69743	-1	-1	NA	NA	NA	NA	NA	NA
chr14:23994025:23994555	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000145596.3/ENSMUSG00000063142.17, intron 1 of 29)	-59357	1000	69.3826	-1	-1
chr14:23994042:23994520	Intron (ENSMUST00000145596.3/ENSMUSG00000063142.17, intron 1 of 29)	-59392	1000	32.0337	-1	-1	NA	NA	NA	NA	NA	NA
chr14:24282386:24283045	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000073687.13/ENSMUSG00000021782.15, intron 1 of 30)	10414	1000	34.999	-1	-1
chr14:25508842:25509609	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000161766.8/ENSMUSG00000007817.16, intron 2 of 2)	5763	1000	37.62482	-1	-1
chr14:25694312:25694797	Promoter (<=1kb)	0	1000	15.12959	-1	-1	NA	NA	NA	NA	NA	NA
chr14:25694369:25694834	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	17.72033	-1	-1
chr14:25769414:25769862	Promoter (<=1kb)	0	1000	15.23069	-1	-1	NA	NA	NA	NA	NA	NA
chr14:25769454:25769861	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	20.7119	-1	-1
chr14:25842522:25843107	Promoter (<=1kb)	0	1000	14.72777	-1	-1	NA	NA	NA	NA	NA	NA
chr14:26255433:26256453	Promoter (<=1kb)	0	1000	23.08591	-1	-1	NA	NA	NA	NA	NA	NA
chr14:26255787:26256490	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	68.8992	-1	-1
chr14:26358858:26359481	Promoter (<=1kb)	0	1000	30.5296	-1	-1	NA	NA	NA	NA	NA	NA
chr14:26692237:26692731	Promoter (<=1kb)	0	1000	16.35013	-1	-1	NA	NA	NA	NA	NA	NA
chr14:29700073:29700580	Promoter (<=1kb)	0	1000	19.94262	-1	-1	NA	NA	NA	NA	NA	NA
chr14:30723128:30723903	Promoter (<=1kb)	0	1000	16.76664	-1	-1	NA	NA	NA	NA	NA	NA
chr14:30740684:30741610	Promoter (<=1kb)	0	1000	35.9786	-1	-1	NA	NA	NA	NA	NA	NA
chr14:31551752:31552214	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	121	1000	18.99311	-1	-1
chr14:31807114:31808058	Promoter (<=1kb)	0	1000	19.54821	-1	-1	NA	NA	NA	NA	NA	NA
chr14:31923474:31924046	Promoter (<=1kb)	0	1000	27.5527	-1	-1	NA	NA	NA	NA	NA	NA
chr14:32422901:32423401	Distal Intergenic	14386	1000	14.18019	-1	-1	NA	NA	NA	NA	NA	NA
chr14:32429746:32430199	Distal Intergenic	21231	1000	19.11385	-1	-1	NA	NA	NA	NA	NA	NA
chr14:34296060:34296372	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000022327.13/ENSMUSG00000021798.15, intron 5 of 13)	2579	1000	22.66682	-1	-1
chr14:34395301:34396325	Promoter (<=1kb)	0	1000	14.74987	-1	-1	NA	NA	NA	NA	NA	NA
chr14:36690329:36691073	Promoter (<=1kb)	0	1000	28.38863	-1	-1	NA	NA	NA	NA	NA	NA
chr14:36856692:36857455	Promoter (<=1kb)	0	1000	19.78388	-1	-1	NA	NA	NA	NA	NA	NA
chr14:4198223:4198909	Promoter (<=1kb)	0	1000	29.4274	-1	-1	NA	NA	NA	NA	NA	NA
chr14:4230143:4231619	Promoter (<=1kb)	0	1000	62.71091	-1	-1	NA	NA	NA	NA	NA	NA
chr14:4230188:4231629	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	78.532	-1	-1
chr14:45625943:45626654	Promoter (<=1kb)	0	1000	23.46778	-1	-1	NA	NA	NA	NA	NA	NA
chr14:45977158:45977589	NA	NA	NA	NA	NA	NA	Distal Intergenic	-14557	1000	23.3282	-1	-1
chr14:47118356:47118695	Promoter (<=1kb)	-197	1000	14.11044	-1	-1	NA	NA	NA	NA	NA	NA
chr14:47118395:47118739	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	-236	1000	19.5823	-1	-1
chr14:47514213:47514870	Promoter (<=1kb)	0	1000	21.83076	-1	-1	NA	NA	NA	NA	NA	NA
chr14:4808578:4809652	Promoter (<=1kb)	0	1000	33.53877	-1	-1	NA	NA	NA	NA	NA	NA
chr14:4808690:4809410	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	24.8044	-1	-1
chr14:48683560:48684245	Promoter (<=1kb)	0	1000	20.49345	-1	-1	NA	NA	NA	NA	NA	NA
chr14:48683599:48684190	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	29.7968	-1	-1
chr14:49409168:49410055	Promoter (<=1kb)	0	1000	28.9936	-1	-1	NA	NA	NA	NA	NA	NA
chr14:49409324:49409704	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	19.01482	-1	-1
chr14:51107574:51108199	Promoter (<=1kb)	0	1000	16.23001	-1	-1	NA	NA	NA	NA	NA	NA
chr14:51167947:51168698	Promoter (<=1kb)	0	1000	20.6513	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52122055:52122608	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	26.715	-1	-1
chr14:52122107:52122623	Promoter (<=1kb)	0	1000	19.79602	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52149806:52152097	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	66.21383	-1	-1
chr14:52149865:52151130	Promoter (<=1kb)	0	1000	27.98224	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52151396:52152016	Promoter (<=1kb)	0	1000	17.85449	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52256974:52257916	Promoter (<=1kb)	0	1000	26.22315	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52256981:52257668	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	23.75961	-1	-1
chr14:52434141:52435221	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	110.3107	-1	-1
chr14:52434372:52435126	Promoter (<=1kb)	0	1000	30.5926	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52494953:52495660	Promoter (<=1kb)	0	1000	25.08278	-1	-1	NA	NA	NA	NA	NA	NA
chr14:52516435:52517092	Promoter (<=1kb)	0	1000	19.1083	-1	-1	NA	NA	NA	NA	NA	NA
chr14:54491264:54491921	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	16.88869	-1	-1
chr14:54598158:54598806	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	30.8506	-1	-1
chr14:54598182:54598798	Promoter (<=1kb)	0	1000	35.3747	-1	-1	NA	NA	NA	NA	NA	NA
chr14:54923663:54924490	Promoter (<=1kb)	0	1000	16.1984	-1	-1	NA	NA	NA	NA	NA	NA
chr14:54979828:54980191	Intron (ENSMUST00000022787.8/ENSMUSG00000022180.8, intron 3 of 10)	-30197	1000	13.47139	-1	-1	NA	NA	NA	NA	NA	NA
chr14:55797879:55798498	Promoter (<=1kb)	0	1000	14.39409	-1	-1	NA	NA	NA	NA	NA	NA
chr14:55797928:55798421	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	19.21126	-1	-1
chr14:55880532:55881376	Promoter (<=1kb)	0	1000	20.92767	-1	-1	NA	NA	NA	NA	NA	NA
chr14:55908973:55909841	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	129.5914	-1	-1
chr14:55909020:55909849	Promoter (<=1kb)	0	1000	27.9402	-1	-1	NA	NA	NA	NA	NA	NA
chr14:55982854:55983371	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	27.2096	-1	-1
chr14:55982885:55983385	Promoter (<=1kb)	0	1000	29.1422	-1	-1	NA	NA	NA	NA	NA	NA
chr14:56137364:56138104	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	43.332	-1	-1
chr14:56137573:56137973	Promoter (<=1kb)	0	1000	20.6387	-1	-1	NA	NA	NA	NA	NA	NA
chr14:57015762:57016373	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	52.3571	-1	-1
chr14:57015792:57016285	Promoter (<=1kb)	-19	1000	31.011	-1	-1	NA	NA	NA	NA	NA	NA
chr14:57048532:57050111	Promoter (<=1kb)	0	1000	36.70465	-1	-1	NA	NA	NA	NA	NA	NA
chr14:57049192:57050208	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	40.6855	-1	-1
chr14:57123374:57123998	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	-112	1000	38.3741	-1	-1
chr14:57123510:57124026	Promoter (<=1kb)	-84	1000	27.8572	-1	-1	NA	NA	NA	NA	NA	NA
chr14:57902222:57902897	Promoter (<=1kb)	0	1000	20.18139	-1	-1	NA	NA	NA	NA	NA	NA
chr14:58035336:58036265	Promoter (<=1kb)	0	1000	48.5444	-1	-1	NA	NA	NA	NA	NA	NA
chr14:58035380:58036166	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	187.5746	-1	-1
chr14:59986440:59986737	NA	NA	NA	NA	NA	NA	Intron (ENSMUST00000080368.13/ENSMUSG00000021983.17, intron 32 of 35)	106443	1000	20.54863	-1	-1
chr14:60488812:60489613	Promoter (<=1kb)	0	1000	27.63817	-1	-1	NA	NA	NA	NA	NA	NA
chr14:61677180:61677813	Promoter (<=1kb)	0	1000	26.8975	-1	-1	NA	NA	NA	NA	NA	NA
chr14:61677271:61677696	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	24.84282	-1	-1
chr14:6226114:6226731	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	38.3238	-1	-1
chr14:6226183:6226773	Promoter (<=1kb)	0	1000	21.62327	-1	-1	NA	NA	NA	NA	NA	NA
chr14:62998694:62999283	Promoter (<=1kb)	-76	1000	16.72146	-1	-1	NA	NA	NA	NA	NA	NA
chr14:63074777:63075568	Promoter (<=1kb)	0	1000	23.88891	-1	-1	NA	NA	NA	NA	NA	NA
chr14:64677421:64678628	Promoter (<=1kb)	0	1000	31.92886	-1	-1	NA	NA	NA	NA	NA	NA
chr14:64677953:64678634	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	20.1858	-1	-1
chr14:64889725:64890299	Promoter (<=1kb)	0	1000	21.61957	-1	-1	NA	NA	NA	NA	NA	NA
chr14:65187089:65187883	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	39.1018	-1	-1
chr14:65187139:65187994	Promoter (<=1kb)	0	1000	38.36683	-1	-1	NA	NA	NA	NA	NA	NA
chr14:65580746:65581652	Distal Intergenic	-14186	1000	22.084	-1	-1	NA	NA	NA	NA	NA	NA
chr14:67309953:67310466	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	-60	1000	23.2708	-1	-1
chr14:67953013:67954155	Promoter (<=1kb)	0	1000	28.9873	-1	-1	NA	NA	NA	NA	NA	NA
chr14:69969904:69970364	Promoter (<=1kb)	0	1000	20.02453	-1	-1	NA	NA	NA	NA	NA	NA
chr14:70042589:70043066	Promoter (<=1kb)	0	1000	16.68281	-1	-1	NA	NA	NA	NA	NA	NA
chr14:70390925:70391376	Promoter (<=1kb)	0	1000	15.87297	-1	-1	NA	NA	NA	NA	NA	NA
chr14:70680572:70681566	Promoter (<=1kb)	0	1000	23.6394	-1	-1	NA	NA	NA	NA	NA	NA
chr14:70836643:70837558	Promoter (<=1kb)	0	1000	22.87845	-1	-1	NA	NA	NA	NA	NA	NA
chr14:70896598:70897019	Promoter (<=1kb)	0	1000	18.99197	-1	-1	NA	NA	NA	NA	NA	NA
chr14:73380435:73381304	Promoter (<=1kb)	0	1000	28.5267	-1	-1	NA	NA	NA	NA	NA	NA
chr14:73762221:73762892	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	37.364	-1	-1
chr14:73762264:73762850	Promoter (<=1kb)	0	1000	24.4947	-1	-1	NA	NA	NA	NA	NA	NA
chr14:73789883:73790522	Promoter (<=1kb)	0	1000	19.16679	-1	-1	NA	NA	NA	NA	NA	NA
chr14:73789898:73790412	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	17.53183	-1	-1
chr14:75991433:75992452	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	198.8722	-1	-1
chr14:75991502:75992268	Promoter (<=1kb)	0	1000	47.299	-1	-1	NA	NA	NA	NA	NA	NA
chr14:76064265:76064743	NA	NA	NA	NA	NA	NA	Distal Intergenic	-14183	1000	23.5335	-1	-1
chr14:76082352:76082936	Promoter (<=1kb)	0	1000	22.2589	-1	-1	NA	NA	NA	NA	NA	NA
chr14:76348210:76348707	Promoter (<=1kb)	0	1000	21.66794	-1	-1	NA	NA	NA	NA	NA	NA
chr14:76571744:76572067	Distal Intergenic	-80334	1000	14.90979	-1	-1	NA	NA	NA	NA	NA	NA
chr14:76869259:76869639	Distal Intergenic	4665	1000	14.8804	-1	-1	NA	NA	NA	NA	NA	NA
chr14:76869271:76869607	NA	NA	NA	NA	NA	NA	Distal Intergenic	4697	1000	15.90777	-1	-1
chr14:77745599:77746310	NA	NA	NA	NA	NA	NA	Promoter (1-2kb)	-1291	1000	39.4043	-1	-1
chr14:77745643:77746077	Promoter (1-2kb)	-1335	1000	13.69108	-1	-1	NA	NA	NA	NA	NA	NA
chr14:78774099:78774735	Promoter (<=1kb)	0	1000	50.9389	-1	-1	NA	NA	NA	NA	NA	NA
chr14:78774136:78774818	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	96.0897	-1	-1
chr14:79086429:79087336	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	49.16674	-1	-1
chr14:79086496:79087306	Promoter (<=1kb)	0	1000	27.16254	-1	-1	NA	NA	NA	NA	NA	NA
chr14:79634869:79635691	NA	NA	NA	NA	NA	NA	Promoter (<=1kb)	0	1000	89.3284	-1	-1
chr14:79635098:79635631	Promoter (<=1kb)	0	1000	20.99574	-1	-1	NA	NA	NA	NA	NA	NA
