peak_id	WT	TG
3:108117629:108117975	1	0
3:108119603:108120017	1	0
3:108133772:108133983	1	0
3:108164142:108164896	1	0
3:108352348:108352699	1	0
3:108759770:108760027	1	0
3:115681462:115681885	1	0
3:116123141:116123603	1	0
3:116168268:116168536	1	0
3:116564906:116565184	1	0
3:116579417:116579784	1	0
3:116742420:116742741	1	0
3:121085039:121085810	1	0
3:121761729:121761946	1	0
3:121915693:121916060	1	0
3:122067681:122068064	1	0
3:122213333:122213605	1	0
3:122922576:122922904	1	0
3:126918172:126918393	1	0
3:127346611:127346993	1	0
3:127631229:127631614	1	0
3:129118952:129119233	1	0
3:129624720:129625175	1	0
3:130523430:130524388	1	0
3:131064659:131065303	1	0
3:131096692:131096953	1	0
3:131270312:131270716	1	0
3:132644819:132645084	1	0
3:132797760:132798035	1	0
3:134996230:134996484	1	0
3:135143804:135144537	1	0
3:137329236:137329517	1	0
3:137347110:137347413	1	0
3:137624079:137624628	1	0
3:137764268:137764563	1	0
3:137774202:137774492	1	0
3:138148800:138149034	1	0
3:138195190:138195518	1	0
3:138775341:138775638	1	0
3:138911330:138911706	1	0
3:142096049:142096280	1	0
3:142100436:142100888	1	0
3:142148705:142149093	1	0
3:144824310:144824935	1	0
3:146109997:146110427	1	0
3:146205506:146205926	1	0
3:146226850:146227631	1	0
3:146518705:146519225	1	0
3:151850533:151851070	1	0
3:152045738:152046350	1	0
3:152439012:152439435	1	0
3:153649752:153650694	1	0
3:154302105:154302687	1	0
3:156506022:156506265	1	0
3:157239900:157240266	1	0
3:157652529:157652976	1	0
4:3724621:3724838	1	0
4:3835332:3835976	1	0
4:3938657:3939037	1	0
4:4792933:4793492	1	0
4:8535377:8535867	1	0
4:8647058:8647592	1	0
4:8700247:8700505	1	0
4:9646983:9647419	1	0
4:11075743:11076501	1	0
4:11485835:11486171	1	0
4:11558634:11558960	1	0
4:11966360:11966883	1	0
4:14826243:14826731	1	0
4:15945178:15945709	1	0
4:19569993:19570306	1	0
4:19708933:19709226	1	0
4:20008189:20008465	1	0
4:21776237:21776532	1	0
4:21847435:21848607	1	0
4:21879557:21880284	1	0
4:24897907:24898455	1	0
4:26346292:26347246	1	0
4:32363583:32363907	1	0
4:32983075:32983883	1	0
4:33310123:33310524	1	0
4:34625627:34625855	1	0
4:34778285:34778511	1	0
4:40279214:40279528	1	0
4:40757638:40758078	1	0
4:40970727:40970972	1	0
4:41124223:41124581	1	0
4:41314456:41314882	1	0
4:41502604:41502839	1	0
4:41663300:41663705	1	0
4:41665357:41665575	1	0
4:41699901:41700260	1	0
4:41741256:41741467	1	0
4:41760333:41760651	1	0
4:41773544:41773792	1	0
4:42835513:42835867	1	0
4:43031235:43031588	1	0
4:43442014:43442658	1	0
4:43517202:43517541	1	0
4:43519590:43519923	1	0
4:43521570:43522349	1	0
4:43533310:43533600	1	0
4:43578548:43578965	1	0
4:43679413:43679722	1	0
4:43937251:43937676	1	0
4:43974821:43975044	1	0
4:44755877:44756511	1	0
4:45341915:45342156	1	0
4:45461699:45462086	1	0
4:46064346:46064566	1	0
4:46087768:46088147	1	0
4:46304982:46305474	1	0
4:47353206:47353478	1	0
4:47437525:47437901	1	0
4:47497740:47498078	1	0
4:48279353:48279863	1	0
4:53405351:53405683	1	0
4:53439947:53440267	1	0
4:53631233:53631646	1	0
4:53826437:53826876	1	0
4:54945048:54945298	1	0
4:58829401:58829770	1	0
4:59199393:59199634	1	0
4:59581628:59581857	1	0
4:62326779:62327108	1	0
4:63229149:63229392	1	0
4:63476680:63477395	1	0
4:63582422:63582727	1	0
4:70328587:70328908	1	0
4:72062667:72062897	1	0
4:72118588:72119010	1	0
4:75196413:75196911	1	0
4:82322646:82322889	1	0
4:86666560:86667009	1	0
4:87951464:87951776	1	0
4:95042249:95042642	1	0
4:95305411:95305817	1	0
4:95718610:95718821	1	0
4:97639413:97639942	1	0
4:97665859:97666373	1	0
4:99082455:99082756	1	0
4:99786455:99787412	1	0
4:99815554:99815796	1	0
4:99825383:99825642	1	0
4:99831436:99831868	1	0
4:101199348:101199626	1	0
4:102976576:102976900	1	0
4:103072370:103072971	1	0
4:106042986:106043262	1	0
4:106523813:106524087	1	0
4:106635778:106636130	1	0
4:106697012:106697449	1	0
4:107110424:107110655	1	0
4:107224926:107225148	1	0
4:107498890:107499242	1	0
4:107780635:107780948	1	0
4:107928430:107928685	1	0
4:108133538:108133784	1	0
4:108185356:108185732	1	0
4:108205687:108205972	1	0
4:108690681:108690901	1	0
4:108691568:108691791	1	0
4:108704913:108705152	1	0
4:108974931:108975221	1	0
4:109137121:109137749	1	0
4:109524043:109524327	1	0
4:114843811:114844288	1	0
4:115642198:115642464	1	0
4:115932476:115932694	1	0
4:115982239:115982471	1	0
4:116007290:116007948	1	0
4:116414357:116414869	1	0
4:116542508:116542856	1	0
4:116664680:116664938	1	0
4:116678680:116678998	1	0
4:116681809:116682189	1	0
4:116993238:116993500	1	0
4:117109039:117109881	1	0
4:117146166:117147156	1	0
4:117407197:117408045	1	0
4:117744295:117744812	1	0
4:117748727:117749480	1	0
4:117764507:117764766	1	0
4:117991972:117992642	1	0
4:118007561:118007785	1	0
4:118266044:118266806	1	0
4:118285282:118285632	1	0
4:118477528:118478310	1	0
4:119143147:119143411	1	0
4:119177332:119178032	1	0
4:119396490:119397177	1	0
4:119590651:119591106	1	0
4:120144951:120145252	1	0
4:120277864:120278156	1	0
4:120523481:120523818	1	0
4:120874034:120874531	1	0
4:123141503:123141771	1	0
4:123176335:123176614	1	0
4:124553225:124553445	1	0
4:124589883:124590413	1	0
4:124594233:124594571	1	0
4:124645402:124645712	1	0
4:124744054:124744536	1	0
4:124923554:124923769	1	0
4:125016700:125017034	1	0
4:125952171:125952415	1	0
4:126151008:126151441	1	0
4:126503337:126503698	1	0
4:126571257:126571545	1	0
4:126647191:126647681	1	0
4:128621070:128621301	1	0
4:129229506:129229744	1	0
4:129355135:129355890	1	0
4:129436455:129436767	1	0
4:129635807:129636162	1	0
4:129713585:129713927	1	0
4:130160438:130160889	1	0
4:130180460:130180728	1	0
4:130193006:130193420	1	0
4:131471147:131471414	1	0
4:131884236:131884693	1	0
4:131939396:131939908	1	0
4:131989064:131989293	1	0
4:132036049:132036272	1	0
4:132072502:132073052	1	0
4:132149098:132149956	1	0
4:132366086:132366882	1	0
4:132743858:132744149	1	0
4:132762908:132763177	1	0
4:132771992:132772416	1	0
4:132783595:132783882	1	0
4:132791110:132791624	1	0
4:132797734:132797980	1	0
4:132822440:132822711	1	0
4:133005048:133005292	1	0
4:133128195:133128421	1	0
4:133399794:133400251	1	0
4:133481590:133482089	1	0
4:133540507:133541759	1	0
4:133695130:133695445	1	0
4:133829430:133830097	1	0
4:133914045:133914340	1	0
4:133962070:133962412	1	0
4:133977953:133978192	1	0
4:134027361:134027688	1	0
4:134034590:134035029	1	0
4:134042276:134042547	1	0
4:134046883:134047262	1	0
4:134123490:134124000	1	0
4:134224243:134224656	1	0
4:134262395:134262789	1	0
4:134449471:134449714	1	0
4:134494874:134495159	1	0
4:134664639:134664944	1	0
4:134877795:134878199	1	0
4:134997328:134997566	1	0
4:135000248:135000465	1	0
4:135079699:135080082	1	0
4:135160885:135161434	1	0
4:135528827:135529223	1	0
4:135616492:135616786	1	0
4:135690665:135691074	1	0
4:135748941:135749272	1	0
4:135780527:135780844	1	0
4:135875247:135875708	1	0
4:135933851:135934147	1	0
4:136038225:136038899	1	0
4:136775935:136776572	1	0
4:136921395:136921720	1	0
4:137115271:137115833	1	0
4:137214862:137215217	1	0
4:137452117:137452416	1	0
4:137565323:137565553	1	0
4:137589137:137589506	1	0
4:137668226:137668537	1	0
4:137670894:137671174	1	0
4:137720616:137721077	1	0
4:137797097:137797384	1	0
4:138031865:138032239	1	0
4:138052805:138053158	1	0
4:138053403:138054278	1	0
4:138161893:138162222	1	0
4:138181072:138181522	1	0
4:138703488:138703808	1	0
4:138857975:138858551	1	0
4:138919991:138920517	1	0
4:138975687:138975940	1	0
4:139107653:139108187	1	0
4:139301699:139302021	1	0
4:140384481:140385083	1	0
4:140400891:140402083	1	0
4:140429742:140430006	1	0
4:140507736:140508028	1	0
4:140633961:140634435	1	0
4:140638147:140638506	1	0
4:140688357:140688967	1	0
4:140866802:140867468	1	0
4:141171908:141172202	1	0
4:141272361:141273424	1	0
4:141390192:141390433	1	0
4:141450414:141450627	1	0
4:141517681:141518468	1	0
4:142938962:142939670	1	0
4:143075327:143076353	1	0
4:143080015:143080240	1	0
4:147953038:147953635	1	0
4:147988935:147989465	1	0
4:148126028:148126541	1	0
4:148224396:148224682	1	0
4:148236162:148236451	1	0
4:148529034:148529470	1	0
4:148532655:148532933	1	0
4:148601949:148602159	1	0
4:148831694:148831918	1	0
4:148928522:148928886	1	0
4:148957730:148958037	1	0
4:148985236:148985717	1	0
4:149021034:149021518	1	0
4:149188661:149188962	1	0
4:149370653:149370905	1	0
4:149408154:149408600	1	0
4:149425370:149425588	1	0
4:149430369:149430658	1	0
4:149569552:149569781	1	0
4:149786899:149787369	1	0
4:149822166:149822675	1	0
4:150039406:150039825	1	0
4:150073495:150073874	1	0
4:150074620:150074877	1	0
4:150097565:150098023	1	0
4:150206893:150207285	1	0
4:150321017:150321719	1	0
4:150330251:150330486	1	0
4:150366609:150366866	1	0
4:150710823:150711194	1	0
4:150998717:150999306	1	0
4:151214683:151214947	1	0
4:151256231:151256793	1	0
4:151837092:151837336	1	0
4:151863037:151863317	1	0
4:151987188:151987420	1	0
4:152017858:152018775	1	0
4:152080826:152081316	1	0
4:152223022:152223375	1	0
4:152350892:152351239	1	0
4:152381569:152382051	1	0
4:152410028:152410289	1	0
4:152625674:152625951	1	0
4:153705282:153705663	1	0
4:154317075:154317332	1	0
4:154719454:154719740	1	0
4:155307539:155308061	1	0
4:155367313:155367632	1	0
4:155500564:155501202	1	0
4:155647781:155648694	1	0
4:155709125:155709461	1	0
4:155753549:155754051	1	0
4:155887722:155888541	1	0
4:155915700:155916331	1	0
4:155932778:155933441	1	0
4:156028014:156028464	1	0
4:156077330:156077804	1	0
4:156108852:156109157	1	0
4:156194156:156194516	1	0
4:156300210:156300890	1	0
4:156368074:156368410	1	0
4:156389916:156391652	1	0
4:156405024:156405268	1	0
4:156407824:156408536	1	0
4:156408833:156409521	1	0
4:156409873:156410134	1	0
5:3697508:3698196	1	0
5:3852474:3853645	1	0
5:3990249:3990564	1	0
5:14965521:14965836	1	0
5:14990506:14990783	1	0
5:15056445:15056952	1	0
5:15081437:15081726	1	0
5:15086177:15086586	1	0
5:15091808:15092068	1	0
5:15651375:15651697	1	0
5:15652411:15652965	1	0
5:15654150:15654553	1	0
5:15657413:15657825	1	0
5:15662295:15663231	1	0
5:15668435:15669232	1	0
5:15670010:15670226	1	0
5:15713985:15714211	1	0
5:15721615:15722152	1	0
5:15733331:15733555	1	0
5:15786686:15786929	1	0
5:15787257:15787625	1	0
5:15796542:15796895	1	0
5:15835831:15836052	1	0
5:15848714:15849013	1	0
5:15849354:15849638	1	0
5:15864640:15865132	1	0
5:15883329:15883591	1	0
5:15895246:15895891	1	0
5:15902394:15902604	1	0
5:15916910:15917241	1	0
5:21156583:21157264	1	0
5:21629786:21630064	1	0
5:21906613:21906827	1	0
5:21941822:21942587	1	0
5:21989884:21990313	1	0
5:24598951:24599675	1	0
5:24628661:24629164	1	0
5:24630512:24630868	1	0
5:24652595:24652955	1	0
5:24890480:24891319	1	0
5:25107636:25108213	1	0
5:25427895:25428128	1	0
5:25704607:25704888	1	0
5:29583298:29583678	1	0
5:29773984:29774406	1	0
5:30437076:30437768	1	0
5:30805089:30805419	1	0
5:31046253:31046821	1	0
5:31078501:31079030	1	0
5:31107150:31107747	1	0
5:31205155:31206064	1	0
5:31274269:31274828	1	0
5:31350102:31350738	1	0
5:31358929:31359967	1	0
5:31398269:31398497	1	0
5:31448206:31448698	1	0
5:31683689:31684729	1	0
5:31771044:31771698	1	0
5:31854476:31855550	1	0
5:32293842:32294129	1	0
5:32603798:32604189	1	0
5:32615891:32616553	1	0
5:32768239:32768768	1	0
5:32871258:32871713	1	0
5:32942546:32942935	1	0
5:33492853:33493089	1	0
5:33815186:33815916	1	0
5:34526735:34527326	1	0
5:34730786:34731233	1	0
5:35106450:35106813	1	0
5:35231703:35232018	1	0
5:35732190:35732578	1	0
5:35739901:35740469	1	0
5:35757607:35757835	1	0
5:36046934:36047152	1	0
5:36622055:36622821	1	0
5:36853018:36853646	1	0
5:36881669:36881980	1	0
5:36886215:36886457	1	0
5:36968892:36969237	1	0
5:38694131:38694587	1	0
5:38718883:38719238	1	0
5:42001565:42001822	1	0
5:45607778:45608169	1	0
5:45650624:45650892	1	0
5:46015068:46015323	1	0
5:52991057:52991567	1	0
5:53313598:53313815	1	0
5:53419460:53419798	1	0
5:53424223:53425197	1	0
5:53503286:53503649	1	0
5:53628230:53628648	1	0
5:53629644:53630036	1	0
5:53746736:53746957	1	0
5:53747303:53747955	1	0
5:64125991:64126511	1	0
5:64250251:64250544	1	0
5:64353753:64354045	1	0
5:64354284:64354801	1	0
5:64960472:64960910	1	0
5:65127073:65127515	1	0
5:65548693:65548932	1	0
5:65649954:65650345	1	0
5:65921746:65922016	1	0
5:66094487:66094732	1	0
5:66776047:66776276	1	0
5:67417877:67418207	1	0
5:67464187:67464583	1	0
5:67952134:67952634	1	0
5:67961368:67961715	1	0
5:69713755:69714564	1	0
5:73071567:73071923	1	0
5:73449981:73450387	1	0
5:73647920:73648513	1	0
5:73798750:73799030	1	0
5:75205344:75205763	1	0
5:76736831:76737084	1	0
5:77053176:77053497	1	0
5:77072612:77072825	1	0
5:77076054:77076458	1	0
5:77099023:77099634	1	0
5:77122208:77122912	1	0
5:77280655:77281058	1	0
5:77413470:77413802	1	0
5:86320239:86320939	1	0
5:89077534:89077973	1	0
5:90371594:90372073	1	0
5:90514438:90514671	1	0
5:92190115:92190448	1	0
5:92230723:92231002	1	0
5:92285511:92286344	1	0
5:92524019:92524229	1	0
5:93043106:93043364	1	0
5:93307949:93308313	1	0
5:93353818:93354130	1	0
5:96357659:96358145	1	0
5:100126738:100126989	1	0
5:100187499:100187815	1	0
5:104004207:104004436	1	0
5:104194262:104194964	1	0
5:105345980:105346450	1	0
5:105387403:105387754	1	0
5:105441626:105441887	1	0
5:106024116:106024453	1	0
5:106844562:106844830	1	0
5:107585609:107585907	1	0
5:108581859:108582547	1	0
5:108608933:108609378	1	0
5:109699752:109700059	1	0
5:109703928:109704416	1	0
5:110014275:110014491	1	0
5:110324470:110324752	1	0
5:110564048:110564501	1	0
5:110596338:110596730	1	0
5:110614359:110614580	1	0
5:110928156:110928513	1	0
5:111670362:111670765	1	0
5:111678710:111679190	1	0
5:111768336:111768739	1	0
5:112388712:112389406	1	0
5:112986916:112987324	1	0
5:113034331:113034755	1	0
5:113262495:113262751	1	0
5:113270358:113270609	1	0
5:113285804:113286257	1	0
5:113328402:113328706	1	0
5:113357272:113357592	1	0
5:113873692:113874170	1	0
5:113909759:113910303	1	0
5:113910714:113911298	1	0
5:114008365:114008752	1	0
5:114238194:114238547	1	0
5:114284132:114284569	1	0
5:114293837:114294167	1	0
5:114734823:114735061	1	0
5:115256831:115257252	1	0
5:115272487:115272912	1	0
5:115479037:115479409	1	0
5:115486785:115487099	1	0
5:115644437:115644784	1	0
5:115702948:115703758	1	0
5:116220356:116220725	1	0
5:116561875:116562097	1	0
5:117253951:117254342	1	0
5:117257732:117258439	1	0
5:117304907:117305254	1	0
5:117425556:117425922	1	0
5:117918789:117919032	1	0
5:118124520:118124774	1	0
5:118382872:118383704	1	0
5:118392020:118392240	1	0
5:119255712:119255964	1	0
5:120699071:120699479	1	0
5:120724696:120725118	1	0
5:120726184:120726888	1	0
5:120750738:120750951	1	0
5:121329000:121329681	1	0
5:121345720:121345965	1	0
5:121516948:121517355	1	0
5:121590476:121590892	1	0
5:121722227:121722600	1	0
5:121724743:121725050	1	0
5:121756796:121757488	1	0
5:121798383:121799008	1	0
5:121849016:121849656	1	0
5:121975066:121975338	1	0
5:121986958:121987364	1	0
5:122081723:122082040	1	0
5:122136927:122137417	1	0
5:122266758:122267072	1	0
5:122296096:122296352	1	0
5:122423624:122423996	1	0
5:122427703:122428030	1	0
5:122492034:122492376	1	0
5:122577838:122578163	1	0
5:122845600:122846183	1	0
5:123152934:123153192	1	0
5:123288407:123288691	1	0
5:123365976:123366352	1	0
5:123502571:123502892	1	0
5:123800209:123800625	1	0
5:123816400:123816619	1	0
5:123858648:123859390	1	0
5:124068745:124069020	1	0
5:124188261:124188519	1	0
5:124188772:124189054	1	0
5:124349235:124349496	1	0
5:124387071:124387364	1	0
5:124563443:124564504	1	0
5:124578143:124578534	1	0
5:124647863:124648172	1	0
5:124656573:124656858	1	0
5:124690813:124691047	1	0
5:124766664:124767172	1	0
5:124969008:124969379	1	0
5:125098317:125098905	1	0
5:125117144:125117473	1	0
5:125133956:125134388	1	0
5:125135197:125135779	1	0
5:125158775:125159048	1	0
5:125257126:125257384	1	0
5:125466790:125467374	1	0
5:125470036:125470641	1	0
5:127689987:127690213	1	0
5:127694389:127694615	1	0
5:129802030:129802351	1	0
5:129834944:129835179	1	0
5:129893737:129893966	1	0
5:129900058:129900427	1	0
5:129916172:129916450	1	0
5:130250821:130251631	1	0
5:131258806:131259062	1	0
5:131286313:131286557	1	0
5:133516558:133516896	1	0
5:134110101:134110426	1	0
5:134130755:134131225	1	0
5:134205083:134205958	1	0
5:134212877:134213475	1	0
5:134342400:134344118	1	0
5:134466994:134467237	1	0
5:135137072:135137550	1	0
5:135137880:135138156	1	0
5:135177710:135178084	1	0
5:135214534:135214761	1	0
5:135215528:135216575	1	0
5:135315106:135315347	1	0
5:135541913:135542202	1	0
5:135682812:135683033	1	0
5:135717363:135717725	1	0
5:135822603:135822856	1	0
5:135963466:135964091	1	0
5:136113819:136114284	1	0
5:136259503:136259834	1	0
5:136341168:136341770	1	0
5:136947685:136947928	1	0
5:136991367:136991749	1	0
5:137015713:137016325	1	0
5:137101059:137101455	1	0
5:137508318:137508631	1	0
5:137531373:137531605	1	0
5:137599067:137599328	1	0
5:137627203:137627580	1	0
5:137784724:137785311	1	0
5:138153644:138154258	1	0
5:138169264:138169519	1	0
5:138960566:138960835	1	0
5:138966452:138966815	1	0
5:138983416:138983838	1	0
5:139135647:139136004	1	0
5:139370307:139370672	1	0
5:139470048:139470497	1	0
5:139761028:139761749	1	0
5:139779362:139779728	1	0
5:139812532:139812747	1	0
5:140967145:140967372	1	0
5:141000045:141000307	1	0
5:141833417:141833644	1	0
5:142353020:142353689	1	0
5:142387016:142387320	1	0
5:142387746:142388108	1	0
5:142434277:142434551	1	0
5:142543181:142543391	1	0
5:142807203:142807553	1	0
5:142880926:142881252	1	0
5:142891510:142891840	1	0
5:142893509:142893740	1	0
5:143420070:143420519	1	0
5:143544403:143544762	1	0
5:143839101:143839342	1	0
5:143846461:143846861	1	0
5:143951442:143952036	1	0
5:144191831:144192474	1	0
5:144906913:144907252	1	0
5:145076607:145077009	1	0
5:145217283:145218077	1	0
5:146157738:146158481	1	0
5:146878792:146879074	1	0
5:148677625:148677954	1	0
5:149120591:149121518	1	0
5:149184771:149185051	1	0
5:149559966:149560321	1	0
5:150360459:150360692	1	0
6:3498236:3498468	1	0
6:4600591:4601221	1	0
6:5496277:5496731	1	0
6:5509810:5510049	1	0
6:6955772:6956084	1	0
6:7844340:7844731	1	0
6:8209115:8209653	1	0
6:8259318:8259586	1	0
6:11907502:11908077	1	0
6:28261617:28262080	1	0
6:29117544:29117829	1	0
6:29434244:29435056	1	0
6:29439243:29439486	1	0
6:29484943:29485235	1	0
6:29609633:29609961	1	0
6:31055704:31055920	1	0
6:31114134:31114373	1	0
6:31193231:31193749	1	0
6:31322333:31322575	1	0
6:33036695:33037427	1	0
6:33211974:33212275	1	0
6:33225820:33226296	1	0
6:34294364:34294642	1	0
6:34330789:34331165	1	0
6:34472213:34472638	1	0
6:34500008:34500759	1	0
6:34840274:34840508	1	0
6:34854964:34855193	1	0
6:34887488:34887874	1	0
6:35516398:35517037	1	0
6:35753087:35753356	1	0
6:37871129:37871344	1	0
6:38730724:38730994	1	0
6:39183850:39184110	1	0
6:39787496:39788224	1	0
6:42326610:42327100	1	0
6:47431077:47431371	1	0
6:47431917:47432146	1	0
6:48421070:48421351	1	0
6:48518763:48519149	1	0
6:48531626:48531867	1	0
6:48570696:48571038	1	0
6:48578998:48579408	1	0
6:49050802:49051061	1	0
6:49194324:49194676	1	0
6:49195439:49196091	1	0
6:50543505:50544208	1	0
6:51155347:51155914	1	0
6:51156201:51156497	1	0
6:51156782:51157259	1	0
6:51247628:51248251	1	0
6:51466796:51467057	1	0
6:52181286:52181796	1	0
6:52198658:52199403	1	0
6:52616830:52617518	1	0
6:53473371:53473730	1	0
6:54572023:54572488	1	0
6:56876654:56877276	1	0
6:56900741:56901468	1	0
6:57512567:57512876	1	0
6:57668355:57669189	1	0
6:58808393:58808688	1	0
6:59001170:59001800	1	0
6:66873427:66874041	1	0
6:67115180:67115835	1	0
6:70769058:70769459	1	0
6:71126599:71126906	1	0
6:71246106:71246349	1	0
6:71248507:71248902	1	0
6:71417532:71417807	1	0
6:71800698:71800928	1	0
6:71807836:71809249	1	0
6:71885399:71886545	1	0
6:72130973:72131334	1	0
6:72139176:72139434	1	0
6:72193744:72194094	1	0
6:72230788:72231082	1	0
6:72332002:72332474	1	0
6:72357253:72357501	1	0
6:72367014:72367228	1	0
6:72484948:72485184	1	0
6:72508506:72508765	1	0
6:72515659:72516286	1	0
6:72561061:72561492	1	0
6:72567374:72567648	1	0
6:72593594:72594050	1	0
6:72612840:72613236	1	0
6:82733179:82733390	1	0
6:82839471:82840061	1	0
6:83015603:83016111	1	0
6:83031366:83031887	1	0
6:83078261:83078925	1	0
6:83085759:83086432	1	0
6:83326292:83326561	1	0
6:83985308:83985713	1	0
6:84116894:84117298	1	0
6:84132799:84133119	1	0
6:85239930:85240484	1	0
6:85408590:85409453	1	0
6:85428330:85429076	1	0
6:85913829:85914409	1	0
6:86342935:86343165	1	0
6:86381101:86381445	1	0
6:86452471:86452776	1	0
6:86502729:86503885	1	0
6:86561359:86561723	1	0
6:86661317:86661694	1	0
6:86793514:86793920	1	0
6:86803787:86804011	1	0
6:86826208:86826494	1	0
6:87184756:87184980	1	0
6:87850040:87850391	1	0
6:87969818:87970057	1	0
6:88052048:88052435	1	0
6:88604189:88604574	1	0
6:88719780:88720070	1	0
6:88818968:88819574	1	0
6:88834238:88834520	1	0
6:89405692:89406006	1	0
6:90440288:90440703	1	0
6:90581408:90581918	1	0
6:90665725:90665953	1	0
6:90679297:90679626	1	0
6:91093321:91093698	1	0
6:91594010:91594428	1	0
6:91660798:91661306	1	0
6:91719391:91719639	1	0
6:91762114:91762514	1	0
6:92068144:92069559	1	0
6:94477026:94477690	1	0
6:94574184:94574465	1	0
6:95695254:95695866	1	0
6:97182021:97182376	1	0
6:97464725:97464943	1	0
6:99500310:99500770	1	0
6:101247091:101247382	1	0
6:108509728:108509975	1	0
6:108635456:108635935	1	0
6:108636495:108636948	1	0
6:108637239:108637488	1	0
6:108687004:108687223	1	0
6:108805096:108805472	1	0
6:112250359:112250693	1	0
6:113022721:113023519	1	0
6:113303537:113304083	1	0
6:113354551:113355095	1	0
6:113459813:113460528	1	0
6:113508453:113508770	1	0
6:113581524:113581883	1	0
6:113645432:113645714	1	0
6:113673936:113674185	1	0
6:114769424:114769643	1	0
6:114789666:114789907	1	0
6:114895249:114895538	1	0
6:114905312:114905738	1	0
6:115578735:115579082	1	0
6:115695198:115695645	1	0
6:115744390:115744635	1	0
6:115863713:115864127	1	0
6:115934083:115934664	1	0
6:115959934:115960174	1	0
6:115971935:115972285	1	0
6:116170413:116170802	1	0
6:116314898:116315231	1	0
6:117143880:117144090	1	0
6:117818281:117818559	1	0
6:117856078:117856496	1	0
6:117893930:117894204	1	0
6:118539198:118539512	1	0
6:119152097:119152331	1	0
6:119299017:119299282	1	0
6:120340822:120341378	1	0
6:120516291:120516520	1	0
6:120517007:120517264	1	0
6:120567144:120567604	1	0
6:120812863:120813296	1	0
6:121099797:121100103	1	0
6:121193885:121194254	1	0
6:121201903:121202223	1	0
6:122285419:122285995	1	0
6:122316773:122317038	1	0
6:122719451:122719675	1	0
6:122851801:122852069	1	0
6:124392183:124392527	1	0
6:124639458:124640040	1	0
6:124689046:124689350	1	0
6:124789150:124790194	1	0
6:124805844:124806385	1	0
6:124985796:124986791	1	0
6:125066672:125066882	1	0
6:125073349:125074130	1	0
6:125108756:125109081	1	0
6:125121770:125122573	1	0
6:125133878:125134162	1	0
6:125138031:125138360	1	0
6:125140719:125141359	1	0
6:125142412:125142777	1	0
6:125143201:125143545	1	0
6:125168743:125169263	1	0
6:125289505:125289859	1	0
6:125290619:125290958	1	0
6:125853876:125854145	1	0
6:126938514:126938787	1	0
6:126991826:126992191	1	0
6:127069353:127069687	1	0
6:127081425:127081749	1	0
6:128177511:128177754	1	0
6:128401733:128402026	1	0
6:128414757:128415506	1	0
6:128776581:128776861	1	0
6:129157285:129157513	1	0
6:129214808:129215098	1	0
6:133081958:133082171	1	0
6:134769570:134769783	1	0
6:134771095:134771444	1	0
6:134806912:134807150	1	0
6:134905397:134905746	1	0
6:140467672:140467950	1	0
6:142291180:142291490	1	0
6:143112646:143112884	1	0
6:144699670:144699894	1	0
6:145286202:145286591	1	0
6:145797880:145798167	1	0
6:145914570:145914895	1	0
6:147377510:147377910	1	0
6:148113516:148113978	1	0
6:149002933:149003171	1	0
7:4505733:4506139	1	0
7:4661956:4662209	1	0
7:4868931:4869436	1	0
7:4918153:4918523	1	0
7:4946360:4946824	1	0
7:4950851:4951204	1	0
7:4966271:4966860	1	0
7:5017336:5019382	1	0
7:5041166:5041633	1	0
7:5064520:5064863	1	0
7:5065076:5065522	1	0
7:5082997:5083517	1	0
7:6157910:6159327	1	0
7:6286409:6286727	1	0
7:7302321:7302761	1	0
7:12156582:12156877	1	0
7:12614786:12615153	1	0
7:12655806:12656555	1	0
7:12743646:12743943	1	0
7:12768315:12768821	1	0
7:12771801:12772218	1	0
7:12788277:12788527	1	0
7:15679578:15680113	1	0
7:15682194:15682443	1	0
7:15780336:15781056	1	0
7:15831945:15832708	1	0
7:15853784:15854529	1	0
7:16007695:16008158	1	0
7:16020356:16020716	1	0
7:16133688:16134191	1	0
7:16186493:16186853	1	0
7:16657991:16658227	1	0
7:16792048:16792449	1	0
7:18811374:18811617	1	0
7:18817179:18817721	1	0
7:18818010:18818421	1	0
7:18865350:18865659	1	0
7:18883184:18883421	1	0
7:18914868:18915172	1	0
7:18962292:18962549	1	0
7:19000589:19000812	1	0
7:19003948:19004173	1	0
7:19027017:19027354	1	0
7:19032803:19033188	1	0
7:19060373:19060589	1	0
7:19076594:19076907	1	0
7:19115669:19116010	1	0
7:19144709:19145187	1	0
7:19147963:19148351	1	0
7:19155979:19156252	1	0
7:19157557:19158192	1	0
7:19307145:19307558	1	0
7:19338171:19338515	1	0
7:19449002:19450205	1	0
7:19686501:19686801	1	0
7:23781210:23781536	1	0
7:23811503:23811882	1	0
7:23954091:23954347	1	0
7:24016088:24016309	1	0
7:24099059:24099477	1	0
7:24229756:24230115	1	0
7:24246195:24246505	1	0
7:24293109:24293462	1	0
7:24309528:24309870	1	0
7:24353068:24353385	1	0
7:24937372:24938851	1	0
7:24950127:24950643	1	0
7:24966984:24967311	1	0
7:24978328:24978584	1	0
7:24981376:24982151	1	0
7:25089539:25089814	1	0
7:25095174:25095540	1	0
7:25358147:25358702	1	0
7:25387514:25387865	1	0
7:25418193:25418639	1	0
7:26865716:26866070	1	0
7:26878054:26878288	1	0
7:26957677:26958222	1	0
7:27147113:27147658	1	0
